ID,Burn,In_Out,lat,long,elev,aspect,aspect_SW,slope,hl_index,dist,dwd,d2wd,rdnbr,dnbr,herb_cov,shrub_cov,tree_cov,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH,temp,winter_aridity,summer_aridity,PIPO,PSME,ABCO,POTR,PJ
RCHOUT070,Rodeo_Chediski,OUT,34.3913685,-110.4180112,1986,187.7649994,0.796160435,9.6488504,0.898667,27,93.81321493,8.204971926,655,449,16,2.5,0,10.67857143,22.11428571,-0.514285714,22.60714286,409.7857143,206.8571429,52.35714286,113.7428571,197.0714286,2574.571429,3004.071429,342.8571429,208.5714286,143.2857143,285.1428571,141.7857143,27.5,-32.1,37.5,1227.071429,888.4285714,-4274.307143,47.71428571,7.727765044,0.842348741,0.79983097,0,0,0,0,1
RCHOUT095,Rodeo_Chediski,OUT,34.38705572,-110.4119168,1965,294.677002,0.347312084,9.2622604,0.884987,33,62.02930961,5.095769652,950,645,5.5,3.5,0,10.77142857,22.22857143,-0.478571429,22.72142857,397.2142857,202.2857143,54.27142857,116.9357143,194.7857143,2599.785714,2983.785714,353.2857143,209.0714286,143.2142857,285.2142857,142.0714286,25.64285714,-32.1,37.6,1235,904.5714286,-4274.342857,47.64285714,8.060856058,0.914769644,0.933425967,0,0,0,0,2
RCHOUT118,Rodeo_Chediski,OUT,34.38431693,-110.4162544,1986,351.8699951,-0.600001361,0.725617,0.846058,20,87.5813804,7.026321105,875,568,29,1.5,0,10.67857143,22.11428571,-0.5,22.61428571,409.8571429,207.0714286,52.37142857,113.5714286,197,2576.5,3002.357143,343.7857143,209,143.2857143,285.2142857,141.9285714,27.42857143,-32.1,37.5,1226.928571,888,-4274.321429,47.85714286,7.737562681,0.849931619,0.788734558,2,0,0,0,6
RCHOUT122,Rodeo_Chediski,OUT,34.38283167,-110.4130558,1972,35.5377007,-0.98639399,1.16992,0.82991,26,50.36925642,3.734719227,764,518,19.5,1,0,10.74285714,22.19285714,-0.485714286,22.68571429,402,204.2857143,53.55714286,115.6357143,195.6428571,2591.928571,2990.428571,350.0714286,208.9285714,143.2857143,285.1428571,141.9285714,26.42857143,-32.1,37.6,1232.5,899,-4274.335714,47.71428571,7.94614886,0.893446071,0.872878777,0,0,0,0,7
RCHOUT141,Rodeo_Chediski,OUT,34.38185343,-110.6110094,2041,94.3986969,-0.650791485,4.1486602,0.840652,47,12.68430637,0.466869084,936,417,23,1.5,0,10.17857143,21.57857143,-0.95,22.53571429,443.5,221.8571429,47.22857143,103.6142857,220.3571429,2446.214286,3137.357143,298.1428571,200.8571429,145.1428571,282,137,36.5,-33.3,37.1,1195.428571,844.5,-4274.378571,47.35714286,6.470395779,0.768003454,0.279358266,1,0,0,0,1
RCHOUT147,Rodeo_Chediski,OUT,34.3800069,-110.6174355,2054,49.0856018,-0.997458718,7.2181301,0.825281,41,53.46357227,3.649655298,724,458,22.5,18.5,0,10.12857143,21.50714286,-1.021428571,22.53571429,452.0714286,223.4285714,46.19285714,102.5285714,223.7142857,2430.714286,3155.5,293.2142857,200.7142857,145.2142857,281.7142857,136.8571429,38.64285714,-33.4,37,1190,834.4285714,-4274.392857,47.57142857,6.287243581,0.697650944,0.162831584,16,0,0,0,2
RCHOUT150,Rodeo_Chediski,OUT,34.3791738,-110.4213696,1982,33.6901016,-0.980580792,5.1882801,0.841478,1,100.8025878,10.50715377,666,464,23.5,0.5,35,10.68571429,22.12857143,-0.514285714,22.63571429,408.3571429,207,52.56428571,113.7714286,197.0714286,2578,3001.928571,344.5714286,208.5714286,143.2857143,285.1428571,141.7857143,27.21428571,-32.1,37.5,1228.571429,890.8571429,-4274.321429,47.71428571,7.76571726,0.867874322,0.792096444,0,0,0,0,0
RCHOUT157,Rodeo_Chediski,OUT,34.37833526,-110.6135274,2057,265.6010132,0.759259799,7.1679602,0.878518,100,11.48825459,0.409998016,912,463,9,13.5,0,10.12857143,21.5,-1.021428571,22.53571429,453.5,223.8571429,46.05714286,102.3428571,223.8571429,2429.5,3156.285714,292.5714286,200.8571429,145.1428571,281.8571429,136.8571429,38.78571429,-33.4,37,1188.785714,832.3571429,-4274.392857,47.57142857,6.265743084,0.690418757,0.142699323,0,0,0,0,0
RCHOUT162,Rodeo_Chediski,OUT,34.37621225,-110.6152122,2056,0,-0.707106781,2.05159,0.845222,65,11.92247671,0.447687617,984,490,17.5,8,0,10.12857143,21.5,-1.021428571,22.53571429,453.0714286,224.0714286,46.06428571,102.25,224.1428571,2429.5,3156.571429,292.6428571,200.7857143,145.1428571,281.7857143,136.8571429,38.78571429,-33.4,37,1189.357143,832.7142857,-4274.414286,47.57142857,6.267111275,0.698890326,0.142364719,2,0,0,0,0
RCHOUT166,Rodeo_Chediski,OUT,34.37620147,-110.42598,1977,71.5650024,-0.894427572,3.9017401,0.841655,4,52.08654683,5.882550149,772,547,39,5,0,10.70714286,22.14285714,-0.514285714,22.65714286,405.9285714,206.3571429,52.91428571,114.2214286,197,2580.785714,3000.285714,346,208.4285714,143.2857143,285.0714286,141.7857143,26.85714286,-32.2,37.6,1230.5,894.7142857,-4274.328571,47.71428571,7.821867572,0.887027459,0.81515039,0,0,0,0,0
RCHOUT176,Rodeo_Chediski,OUT,34.37515122,-110.423181,2002,310.6010132,0.076701397,14.9968004,0.89233,21,58.37540258,5.305738441,771,537,13.5,36.5,0,10.62142857,22.01428571,-0.535714286,22.53571429,420.4285714,211.7142857,50.86428571,110.6571429,199.1428571,2555.357143,3020.357143,335.3571429,208.5714286,143.2857143,285.0714286,141.7857143,28.85714286,-32.1,37.4,1221.071429,875.7142857,-4274.307143,47.92857143,7.470689674,0.811244736,0.656961571,0,0,0,0,0
RCHOUT187,Rodeo_Chediski,OUT,34.37326973,-110.4258042,1998,329.381012,-0.248368882,11.7475004,0.861953,30,34.59821688,3.112887031,785,570,21,3,0,10.63571429,22.02857143,-0.542857143,22.56428571,418.5714286,211.2142857,51.12142857,111.0214286,199.1428571,2558.142857,3018.714286,336.5714286,208.4285714,143.3571429,285.0714286,141.6428571,28.57142857,-32.2,37.4,1222.5,878.4285714,-4274.321429,47.85714286,7.514110573,0.826883551,0.663960165,0,0,0,0,0
RCHOUT188,Rodeo_Chediski,OUT,34.37325014,-110.4293282,1980,33.1113014,-0.978549639,6.2758799,0.819263,12,63.74970696,7.181421542,825,531,37.5,11,0,10.67857143,22.12857143,-0.521428571,22.64285714,408.1428571,207.2857143,52.58571429,113.5,197.5714286,2575.5,3005.214286,343.9285714,208.2857143,143.2857143,285,141.6428571,27.28571429,-32.2,37.5,1229.285714,891.7142857,-4274.328571,47.71428571,7.759257172,0.880909445,0.784011888,0,0,0,0,0
RCHOUT203,Rodeo_Chediski,OUT,34.37104566,-110.3802819,2030,21.0375004,-0.913811473,2.93611,0.83726,52,40.37017713,2.462992277,1048,555,23.5,8.5,0,10.57857143,21.96428571,-0.592857143,22.55,425.7857143,212.2857143,50.14285714,110.1142857,201.5,2545.714286,3032.5,332.8571429,209.0714286,143.8571429,285.0714286,141.3571429,29.64285714,-32.1,37.3,1215,867.0714286,-4274.292857,48.35714286,7.34434573,0.759727054,0.572877822,1,0,0,0,3
RCHOUT224,Rodeo_Chediski,OUT,34.36507574,-110.4304277,1994,345.256012,-0.503864616,4.7804098,0.847619,26,64.10483218,5.21405702,759,503,41,21,0,10.63571429,22.02857143,-0.535714286,22.57142857,418.2142857,211.7142857,51.16428571,110.7071429,198.9285714,2560,3017,337.2142857,208.4285714,143.2857143,285,141.7857143,28.35714286,-32.2,37.4,1223.428571,879.1428571,-4274.321429,47.85714286,7.522430332,0.845964607,0.653052355,0,0,0,0,1
RCHOUT232,Rodeo_Chediski,OUT,34.36316235,-110.4320392,1994,353.1570129,-0.617818619,5.4904799,0.842384,42,66.60348946,4.187960842,971,613,32.5,5,0,10.63571429,22.02857143,-0.521428571,22.55,418.9285714,212.2857143,51.11428571,110.5,198.6428571,2559.714286,3016.5,336.7857143,208.5714286,143.2857143,285.0714286,141.7857143,28.35714286,-32.1,37.4,1222.928571,878.2857143,-4274.321429,47.85714286,7.512237643,0.847398765,0.656433503,0,0,0,0,0
RCHOUT242,Rodeo_Chediski,OUT,34.36107943,-110.6297992,2090,180,0.707106781,4.3575902,0.869347,146,10.52228046,0.374812305,936,506,19,25,0,9.992857143,21.37857143,-1.114285714,22.47857143,477.1428571,229.5714286,43.53571429,99.17857143,229.6428571,2399.571429,3189.357143,283.1428571,201.6428571,144.6428571,282.0714286,137.5714286,43.35714286,-33.2,36.8,1170.785714,803.7857143,-4274.414286,48.35714286,5.819969763,0.529739676,-0.137695554,2,0,0,0,0
RCHOUT243,Rodeo_Chediski,OUT,34.36111717,-110.6273739,2071,327.2650146,-0.212433752,7.5935998,0.859229,17,5.902757391,0.206615267,833,515,32.5,22.5,0,10.07142857,21.47142857,-1.035714286,22.5,464.2857143,227.4285714,44.89285714,100.5571429,225.5714286,2418.571429,3168.571429,289.5,201.4285714,144.6428571,282.0714286,137.4285714,40.5,-33.3,36.9,1181.785714,819.3571429,-4274.428571,47.92857143,6.078590504,0.634442691,0.006026251,0,0,0,0,1
RCHOUT246,Rodeo_Chediski,OUT,34.35975841,-110.4331061,1999,16.6070004,-0.879706678,13.3994999,0.800858,4,108.1200261,12.73075595,614,466,29.5,2.5,0,10.63571429,22.00714286,-0.514285714,22.52142857,422.7142857,213.7857143,50.63571429,109.5071429,198.5714286,2555.785714,3018.642857,334.9285714,209.0714286,142.7857143,285.0714286,141.9285714,28.78571429,-32.1,37.4,1220.5,873.1428571,-4274.321429,48,7.443280973,0.833419273,0.60867887,0,0,0,0,0
RCHOUT249,Rodeo_Chediski,OUT,34.358466,-110.4021883,2002,18.4349003,-0.894426812,6.2427602,0.825758,154,4.698618109,0.177005381,775,471,32,1,0,10.65,22.05714286,-0.492857143,22.55,421.2142857,211.7857143,50.88571429,110.7357143,197.8571429,2564.5,3012.857143,339.1428571,209.4285714,143.1428571,285.1428571,142.0714286,28.5,-32,37.4,1221.571429,875.9285714,-4274.342857,48.14285714,7.527055905,0.80471521,0.635194857,0,0,0,0,2
RCHOUT268,Rodeo_Chediski,OUT,34.35315372,-110.4020738,2039,344.2909851,-0.489245235,12.2117004,0.841105,20,56.56049255,3.874355568,660,443,2.5,38,0,10.53571429,21.81428571,-0.492857143,22.32142857,445.0714286,221.3571429,47.85714286,104.9071429,200.0714286,2524.928571,3040.928571,322.5,210.2857143,142.6428571,285.5,142.7857143,31.14285714,-31.8,37.2,1205.285714,844.8571429,-4274.35,48.85714286,6.972842986,0.703378299,0.408829356,0,0,0,0,2
RCHOUT276,Rodeo_Chediski,OUT,34.34860614,-110.4034326,2040,293.7489929,0.36245442,13.2081003,0.89711,5,77.90974246,8.730679396,740,504,7.5,12.5,0,10.55,21.83571429,-0.428571429,22.27142857,445.9285714,220.8571429,47.85,105.1571429,197.6428571,2530.071429,3032.285714,324.0714286,211.1428571,142.2142857,285.5714286,143.2857143,30.85714286,-31.6,37.2,1207.214286,844.6428571,-4274.357143,49,7.011767648,0.673611176,0.445771773,3,0,0,0,3
RCHOUT301,Rodeo_Chediski,OUT,34.34410221,-110.6969686,2167,210.0690002,0.966236817,6.2758799,0.872172,1,140.5627001,13.46852389,771,534,19.5,32.5,0,9.942857143,21.21428571,-0.978571429,22.2,559.9285714,235.7857143,37.22857143,95.67857143,227.9285714,2375.571429,3205.285714,274.9285714,210.2142857,140,284.7857143,144.9285714,56.71428571,-31.9,36.5,1128.785714,733.1428571,-4274.214286,51.57142857,5.063669347,-0.317622014,-0.772719379,1,0,0,0,0
RCHOUT310,Rodeo_Chediski,OUT,34.34191549,-110.7063158,2190,36.4309006,-0.988836884,21.7411003,0.728217,22,NA,NA,664,483,29,20,0,9.957142857,21.2,-0.878571429,22.08571429,581.6428571,236.7857143,35.95714286,95.2,223.8571429,2377.857143,3194.928571,274.7142857,213.4285714,138.2142857,285.8571429,147.7142857,58.92857143,-31.3,36.4,1119.928571,716.2142857,-4274.2,52.57142857,4.941644624,-0.547227354,-0.886294831,11,0,0,0,0
RCHOUT317,Rodeo_Chediski,OUT,34.33957262,-110.6715661,2111,43.7270012,-0.99975319,12.8462,0.769326,32,93.47210024,5.8001466,880,621,21.5,62.5,0,9.914285714,21.3,-1.178571429,22.48571429,514.5714286,233.3571429,40.3,97.01428571,235.5,2380.857143,3217.071429,278.4285714,204,143.0714286,283,139.9285714,51.14285714,-33.1,36.7,1149.142857,771.1428571,-4274.335714,49.57142857,5.397702389,0.175454388,-0.556107792,0,0,0,0,1
RCHOUT320,Rodeo_Chediski,OUT,34.33992273,-110.7064423,2171,152.8190002,0.30601103,21.0830002,0.9156,18,111.5280884,9.959092343,620,461,32,9,0,9.964285714,21.21428571,-0.978571429,22.18571429,569,235.4285714,36.75,95.88571429,226.3571429,2385.642857,3193.857143,277.2142857,212.5,138.2857143,285.5,147.7142857,57.85714286,-31.7,36.5,1125.428571,726.0714286,-4274.2,52.14285714,5.047590456,-0.424853693,-0.84607312,0,0,0,0,0
RCHOUT322,Rodeo_Chediski,OUT,34.33880588,-110.7032933,2204,241.8580017,0.957026414,15.4496002,0.899777,25,72.09132654,3.794094539,575,461,10,18.5,0,9.971428571,21.18571429,-0.8,21.99285714,593.2142857,237.6428571,35.31428571,94.80714286,220.6428571,2377.357143,3188.714286,274.4285714,214.7142857,137.7857143,286.2142857,148.2142857,59.64285714,-31,36.4,1117.785714,708.5,-4274.2,53,4.879157845,-0.66731244,-0.921463572,7,0,0,0,0
RCHOUT323,Rodeo_Chediski,OUT,34.33841383,-110.7052625,2172,5.04245,-0.766520469,18.3890991,0.809352,69,69.78288799,3.759882908,735,534,20.5,18,0,9.971428571,21.21428571,-0.942857143,22.18571429,570.3571429,235.4285714,36.67142857,95.87857143,225.5714286,2386.785714,3191.5,277.5,212.7142857,138.0714286,285.5714286,147.7142857,57.85714286,-31.6,36.5,1125.071429,724.9285714,-4274.2,52.21428571,5.053020139,-0.440734245,-0.855209343,1,0,0,0,0
RCHOUT337,Rodeo_Chediski,OUT,34.33815035,-110.6725501,2125,349.5920105,-0.567728959,11.9737997,0.838156,34,86.36079939,4.960726986,666,484,33.5,65,0,9.921428571,21.27142857,-1.128571429,22.38571429,525,234.4285714,39.54285714,96.47857143,233.0714286,2378,3214.428571,277.4285714,205.1428571,142.6428571,283.4285714,140.8571429,52.21428571,-32.7,36.6,1146.071429,761.7857143,-4274.357143,50,5.303854483,0.067149143,-0.589270065,1,0,0,0,0
RCHOUT344,Rodeo_Chediski,OUT,34.33550731,-110.6756913,2121,331.9909973,-0.29222144,12.0358,0.858333,10,80.09068776,5.551102651,929,726,43.5,54,0,9.935714286,21.28571429,-1.128571429,22.41428571,526.0714286,234.0714286,39.49285714,96.7,233.2857143,2383.571429,3210.857143,278.8571429,205.7857143,142.3571429,283.5714286,141.2857143,52.5,-32.8,36.6,1146.071429,761.7142857,-4274.357143,50,5.332048892,0.048767376,-0.619687731,6,0,0,0,1
RCHOUT347,Rodeo_Chediski,OUT,34.33460011,-110.6770755,2125,349.1600037,-0.561505883,10.8495998,0.83918,97,75.38544467,3.547617912,444,343,50.5,46.5,0,9.942857143,21.28571429,-1.107142857,22.38571429,529.9285714,234.2857143,39.23571429,96.58571429,232.5,2384,3208.714286,278.8571429,206.2142857,141.7857143,283.7142857,141.8571429,52.92857143,-32.7,36.6,1144,758.4285714,-4274.357143,50.21428571,5.305145737,0.007049951,-0.634908096,0,1,0,0,0
RCHOUT371,Rodeo_Chediski,OUT,34.3287517,-110.6719887,2162,349.5090027,-0.566535722,4.8130298,0.843973,140,19.87642819,0.803413127,924,657,17,10,0,9.942857143,21.22857143,-0.928571429,22.17857143,555.4285714,238,37.49285714,94.85,225.8571429,2372.142857,3205.214286,275.2857143,209.2142857,141.6428571,284.3571429,142.7857143,54.85714286,-31.7,36.5,1134.785714,736.8571429,-4274.428571,51.5,5.090816057,-0.226597713,-0.742469162,1,0,0,0,0
RCHOUT372,Rodeo_Chediski,OUT,34.32870653,-110.6686081,2115,110.3759995,-0.416661624,11.7348003,0.850013,217,4.938720935,0.17012165,1009,717,46.5,0,0,9.935714286,21.3,-1.128571429,22.43571429,523.9285714,234.9285714,39.63571429,96.38571429,233.5714286,2383.142857,3212.214286,279.4285714,205.0714286,142.6428571,283.4285714,140.8571429,52,-32.9,36.7,1148.214286,763.5714286,-4274.45,49.78571429,5.345860739,0.094097175,-0.627903555,0,0,0,0,0
RCHOUT374,Rodeo_Chediski,OUT,34.32882852,-110.6737386,2148,305.1340027,0.171344448,7.84657,0.873277,13,50.24893266,3.940588157,991,788,36,49,0,9.942857143,21.26428571,-0.978571429,22.25,547.3571429,236.6428571,38.04285714,95.43571429,227.8571429,2378.142857,3204.928571,277,208.2142857,141.6428571,284.2857143,142.7142857,54.35714286,-32.1,36.5,1137.214286,743.9285714,-4274.414286,51,5.167495946,-0.155070918,-0.711811546,0,0,0,0,0
RCHOUT377,Rodeo_Chediski,OUT,34.32805291,-110.6445651,2114,53.1301003,-0.989949499,4.57967,0.826304,3,82.52857648,7.656930311,788,544,25.5,0.5,29,9.971428571,21.32142857,-1.05,22.36428571,508.3571429,235.6428571,40.9,96.33571429,228.8571429,2393.857143,3194.071429,281.5714286,205.7857143,142.6428571,283.5,141.0714286,47.71428571,-32.7,36.6,1153.285714,771.3571429,-4274.385714,49.78571429,5.496030524,0.285774753,-0.442513784,0,0,0,0,0
RCHOUT380,Rodeo_Chediski,OUT,34.32751896,-110.6696672,2126,24.7751007,-0.938342876,7.6677198,0.822127,298,0.616052225,0.018436635,979,732,22.5,46.5,0,9.942857143,21.28571429,-1.078571429,22.37857143,532.2142857,235.7857143,39.04285714,95.98571429,231.5,2382.285714,3208.928571,278.8571429,206.2142857,142.3571429,283.7142857,141.5,52.78571429,-32.6,36.6,1145.642857,756.9285714,-4274.45,50.28571429,5.288958391,0.009342734,-0.67009903,0,0,0,0,0
RCHOUT384,Rodeo_Chediski,OUT,34.32599522,-110.6698037,2126,17.1026993,-0.883787674,7.4291701,0.827553,404,0,0,1042,701,31,35,0,9.957142857,21.3,-1.078571429,22.37857143,532.3571429,235.8571429,39.07857143,95.99285714,231,2388.785714,3202.785714,280.5,207.0714286,141.6428571,284.1428571,142.5,52.64285714,-32.6,36.6,1145.214286,755.8571429,-4274.471429,50.42857143,5.311663067,0.012166731,-0.679735343,0,0,0,0,0
RCHOUT387,Rodeo_Chediski,OUT,34.32593354,-110.6414543,2150,236.6889954,0.979261741,10.3612003,0.890988,56,80.31913735,4.674658874,783,615,12.5,2.5,0,10.01428571,21.3,-0.892857143,22.18571429,528.0714286,238.8571429,39.49285714,94.92857143,222.8571429,2392.785714,3182.357143,280.2142857,209.2142857,141.1428571,284.5,143.4285714,49,-31.8,36.5,1142.5,750.7857143,-4274.378571,51.07142857,5.344555999,0.110774609,-0.529416921,6,0,0,0,0
RCHOUT397,Rodeo_Chediski,OUT,34.32402511,-110.726705,2211,342.2999878,-0.458649365,11.1772003,0.846488,6,106.8565482,14.43101991,973,777,22,0.5,0,10.19285714,21.29285714,-0.678571429,21.97857143,606.1428571,235.6428571,34.96428571,96.08571429,213.0714286,2436.071429,3126.642857,288.5714286,222.5714286,131.4285714,289.5714286,158.0714286,59.57142857,-30.5,36.3,1105.071429,694.7142857,-4274.15,54.5,5.066334262,-0.839627938,-1.031970149,0,0,1,0,0
RCHOUT401,Rodeo_Chediski,OUT,34.32219152,-110.7377764,2242,3.1798301,-0.745241313,8.4321804,0.830788,9,55.50638143,6.355043986,821,625,17,70,0,10.32142857,21.30714286,-0.421428571,21.73571429,638,237.7857143,33.5,95.35,202.0714286,2458.428571,3086.357143,293.7857143,228.5714286,128.7857143,291.5,162.7142857,59.92857143,-29.4,36.3,1099.285714,674.0714286,-4274.135714,56.07142857,5.021999099,-1.164476415,-1.144948524,0,0,0,0,0
RCHOUT403,Rodeo_Chediski,OUT,34.32303779,-110.7413283,2268,355.1010132,-0.644137156,8.0084295,0.837659,8,121.8043721,11.81001835,875,682,10.5,59.5,0,10.29285714,21.25714286,-0.428571429,21.69285714,642.5,238.0714286,33.23571429,95.04285714,202.5714286,2449.571429,3093.214286,290.3571429,229.8571429,127.8571429,291.7857143,163.8571429,60.92857143,-29.2,36.2,1090.285714,664.7142857,-4274.142857,56.5,4.921493667,-1.199774091,-1.153605094,0,0,0,0,0
RCHOUT404,Rodeo_Chediski,OUT,34.32166222,-110.6395377,2146,340.3460083,-0.4280837,8.2604704,0.849678,44,79.28143315,4.675951822,804,548,23.5,17.5,0,10.07142857,21.35714286,-0.864285714,22.2,524.5714286,238.7857143,39.86428571,95.13571429,220.8571429,2413,3162.642857,285.6428571,211.2857143,139.3571429,285.4285714,146,47.78571429,-31.8,36.5,1141.928571,751.3571429,-4274.371429,51.21428571,5.456707122,0.156120106,-0.524098077,23,0,0,0,0
RCHOUT407,Rodeo_Chediski,OUT,34.32142929,-110.7314526,2250,59.9314003,-0.966235016,4.8989601,0.826486,7,92.11943489,10.41708033,791,605,23,8.5,0,10.25714286,21.27857143,-0.485714286,21.77857143,630.7142857,237.6428571,33.76428571,95.27142857,205.2857143,2443.142857,3105,289.5714286,227.2857143,129.3571429,290.8571429,161.4285714,60.14285714,-29.6,36.2,1096.571429,674.9285714,-4274.135714,55.78571429,4.97229571,-1.080588082,-1.11151579,1,0,0,0,0
RCHOUT408,Rodeo_Chediski,OUT,34.32197438,-110.7416902,2278,4.1849198,-0.75682305,9.1462002,0.827069,1,108.39337,14.44297761,663,544,47,7.5,0,10.27142857,21.25714286,-0.421428571,21.68571429,643.6428571,238.1428571,33.16428571,94.96428571,202.5714286,2447.785714,3094.214286,289.5,230.2857143,127.5,292.1428571,164.6428571,61,-29.1,36.1,1087.071429,661.7142857,-4274.128571,56.71428571,4.895534935,-1.207754331,-1.158384719,25,0,0,0,0
RCHOUT410,Rodeo_Chediski,OUT,34.32057513,-110.6378793,2166,293.1990051,0.371383958,3.4909,0.863336,20,86.3116646,5.718325711,649,482,21,0,0,10.1,21.32857143,-0.764285714,22.09285714,534.9285714,240.6428571,39.13571429,94.40714286,217.2142857,2413.357143,3154.5,284.9285714,213.5,138.7142857,286.2142857,147.4285714,48.28571429,-31.3,36.5,1137,740.4285714,-4274.364286,51.92857143,5.385053186,0.063732268,-0.559886046,0,0,0,0,0
RCHOUT411,Rodeo_Chediski,OUT,34.32007241,-110.7336961,2253,327.2650146,-0.212433752,7.96346,0.859229,4,97.18161322,12.68123611,869,756,11,12,0,10.27142857,21.30714286,-0.457142857,21.73571429,634.6428571,237.7857143,33.62142857,95.25714286,203.4285714,2450.214286,3095.642857,291.2142857,228.2857143,128.8571429,291.5,162.5714286,60,-29.4,36.2,1097,672.7142857,-4274.121429,56.07142857,4.984544186,-1.123854646,-1.119076878,0,0,1,0,0
RCHOUT414,Rodeo_Chediski,OUT,34.31935933,-110.6384497,2174,301.8659973,0.227229282,9.8308802,0.882758,40,94.56852261,5.903911384,806,508,6.5,3,0,10.12857143,21.33571429,-0.721428571,22.05714286,540.0714286,241.2142857,38.8,94.14285714,215.3571429,2416.428571,3148.785714,285.7142857,214.6428571,138.0714286,286.3571429,148.4285714,48.42857143,-31.1,36.4,1133.642857,735.4285714,-4274.371429,52.28571429,5.365350783,0.015184696,-0.5893578,15,0,0,0,0
RCHOUT424,Rodeo_Chediski,OUT,34.31356368,-110.6888725,2170,98.1300964,-0.600000083,13.1075001,0.842251,11,52.20022521,5.820259522,823,598,66,83,0,10.17142857,21.35714286,-0.778571429,22.12142857,568.6428571,237.0714286,37.11428571,95.79285714,217.4285714,2441.285714,3133.714286,292.0714286,218.2857143,133.8571429,288.2857143,154.3571429,54.57142857,-31.1,36.5,1124.785714,722.2142857,-4274.357143,53.07142857,5.309607291,-0.387481555,-0.849961858,0,0,0,0,0
RCHOUT427,Rodeo_Chediski,OUT,34.31361687,-110.7516498,2320,178.0249939,0.682317331,6.6289201,0.881113,10,NA,NA,662,478,14,0,0,10.35714286,21.25714286,-0.307142857,21.54285714,658.2142857,239.1428571,32.57142857,94.59285714,197.2857143,2460.642857,3072.357143,292,235.2142857,124.9285714,293.8571429,168.9285714,60.85714286,-28.4,36,1072.428571,645.5,-4274.014286,58.14285714,4.849995008,-1.343730299,-1.191101223,7,0,0,0,0
RCHOUT433,Rodeo_Chediski,OUT,34.3121504,-110.6898993,2190,126.8700027,-0.141419541,18.6359005,0.873067,59,30.53138612,2.050830473,663,464,13,5,0,10.22142857,21.35714286,-0.678571429,22.00714286,583.4285714,238.2857143,36.27142857,95.27142857,212.6428571,2444.571429,3121.785714,292.5,220.7142857,133.0714286,289.0714286,155.9285714,55.28571429,-30.6,36.4,1120.071429,711.2142857,-4274.35,53.71428571,5.247312654,-0.537801631,-0.908215204,12,0,0,0,0
RCHOUT437,Rodeo_Chediski,OUT,34.31240054,-110.730851,2251,54.7823982,-0.985460142,10.5918999,0.802126,7,83.90852699,9.782787642,666,551,0.5,69,7.5,10.35714286,21.35714286,-0.35,21.69285714,638.4285714,238.2142857,33.54285714,95.40714286,199.0714286,2469.714286,3072.142857,297.1428571,230.2142857,127.9285714,292.1428571,164.2142857,58.78571429,-29.1,36.3,1097.785714,672.1428571,-4274.042857,56.28571429,5.07710455,-1.16682697,-1.126181517,0,0,0,0,0
RCHOUT439,Rodeo_Chediski,OUT,34.31262751,-110.7356868,2250,38.3675003,-0.99330741,13.7767,0.776765,1,111.2330347,13.2761226,564,481,4,10.5,0,10.4,21.35714286,-0.292857143,21.67857143,642.9285714,238.0714286,33.38571429,95.47142857,197.2857143,2477.5,3062.285714,299.2142857,231.1428571,127.3571429,292.4285714,165.0714286,58.78571429,-28.9,36.3,1097.071429,670.9285714,-4274.035714,56.42857143,5.103008337,-1.21953297,-1.148065372,11,0,12,0,0
RCHOUT444,Rodeo_Chediski,OUT,34.31095281,-110.6942293,2180,335.2250061,-0.345707761,7.7543702,0.853016,72,42.26252448,1.969765756,929,657,30.5,17.5,0,10.24285714,21.37857143,-0.678571429,22.07142857,579.2857143,237.1428571,36.54285714,95.83571429,213.9285714,2452.5,3118,294.5714286,220.9285714,132.4285714,289.1428571,156.7857143,55.28571429,-30.8,36.5,1119.428571,714.3571429,-4274.3,53.57142857,5.317404798,-0.510375943,-0.907725866,8,0,0,0,0
RCHOUT446,Rodeo_Chediski,OUT,34.31119575,-110.6904137,2190,68.7494965,-0.915315018,9.4576702,0.814932,16,29.79132574,3.094423048,818,507,4.5,22.5,0,10.23571429,21.35714286,-0.664285714,22.00714286,583.6428571,238.2142857,36.26428571,95.31428571,212.4285714,2448.285714,3118.142857,293.5,221.1428571,132.7142857,289.1428571,156.7142857,55.14285714,-30.6,36.4,1119.714286,710.2857143,-4274.335714,53.71428571,5.26077905,-0.54137809,-0.911851931,4,0,0,0,1
RCHOUT454,Rodeo_Chediski,OUT,34.3113677,-110.7369732,2273,9.6887903,-0.816024519,19.0601997,0.791604,21,113.5801183,9.614315835,727,593,16,17.5,0,10.37142857,21.31428571,-0.314285714,21.62857143,645.3571429,238.2142857,33.23571429,95.27142857,197.6428571,2470.642857,3067.357143,296.5,232.2857143,126.7857143,292.8571429,166.0714286,59.28571429,-28.8,36.2,1089.642857,663.7857143,-4274.028571,57,5.019904168,-1.238208379,-1.134176938,15,0,1,0,0
